eps,method,avg_own_mv,avg_heldout_mv,avg_own_cum_return,avg_heldout_cum_return
300,fedavg,1.099910014056437,1.101317451509612,0.6615581498211442,0.9865161942087777
300,local,1.0900089655798402,1.0947048482791955,0.6572470728755063,0.9858938901199
300,pf_ct_rsq,1.0980571807075317,1.0652099025549835,0.660261986595748,0.9865699870043227
600,fedavg,1.1576401424356497,1.2913299519424948,0.6423690776622718,0.9563461587656865
600,fedavg,1.1576401424356497,1.2913299519424948,0.6423690776622718,0.9563461587656865
600,local,1.2127857430958675,1.2916488848224092,0.6415367170501387,0.9540971378745474
600,local,1.2127857430958675,1.2916488848224092,0.6415367170501387,0.9540971378745474
600,pf_ct_rsq,1.2189252047778147,1.3011728725591782,0.6418436712894975,0.9559770552139317
600,pf_ct_rsq,1.2189252047778147,1.3011728725591782,0.6418436712894975,0.9559770552139317
